sample interval	   MLII	     V1
            173	 -0.625	 -0.350
            174	 -0.635	 -0.370
            175	 -0.640	 -0.365
            176	 -0.640	 -0.380
            177	 -0.640	 -0.385
            178	 -0.630	 -0.400
            179	 -0.645	 -0.400
            180	 -0.640	 -0.400
            181	 -0.645	 -0.390
            182	 -0.635	 -0.370
            183	 -0.635	 -0.365
            184	 -0.625	 -0.365
            185	 -0.615	 -0.365
            186	 -0.615	 -0.365
            187	 -0.610	 -0.380
            188	 -0.620	 -0.395
            189	 -0.640	 -0.405
            190	 -0.640	 -0.410
            191	 -0.650	 -0.400
            192	 -0.650	 -0.395
            193	 -0.650	 -0.380
            194	 -0.645	 -0.375
            195	 -0.640	 -0.385
            196	 -0.645	 -0.385
            197	 -0.635	 -0.375
            198	 -0.645	 -0.390
            199	 -0.650	 -0.390
            200	 -0.655	 -0.390
            201	 -0.655	 -0.385
            202	 -0.680	 -0.405
            203	 -0.670	 -0.405
            204	 -0.680	 -0.400
            205	 -0.680	 -0.395
            206	 -0.680	 -0.385
            207	 -0.675	 -0.365
            208	 -0.670	 -0.360
            209	 -0.675	 -0.360
            210	 -0.670	 -0.370
            211	 -0.675	 -0.380
            212	 -0.675	 -0.395
            213	 -0.675	 -0.395
            214	 -0.685	 -0.395
            215	 -0.700	 -0.410
            216	 -0.705	 -0.395
            217	 -0.695	 -0.390
            218	 -0.705	 -0.385
            219	 -0.695	 -0.365
            220	 -0.690	 -0.370
            221	 -0.680	 -0.370
            222	 -0.685	 -0.380
            223	 -0.685	 -0.390
            224	 -0.690	 -0.395
            225	 -0.700	 -0.400
            226	 -0.705	 -0.400
            227	 -0.715	 -0.405
            228	 -0.725	 -0.400
            229	 -0.730	 -0.400
            230	 -0.725	 -0.390
            231	 -0.705	 -0.395
            232	 -0.710	 -0.385
            233	 -0.705	 -0.365
            234	 -0.705	 -0.370
            235	 -0.695	 -0.375
            236	 -0.710	 -0.395
            237	 -0.715	 -0.405
            238	 -0.720	 -0.405
            239	 -0.725	 -0.405
            240	 -0.730	 -0.400
            241	 -0.740	 -0.395
            242	 -0.730	 -0.380
            243	 -0.725	 -0.380
            244	 -0.730	 -0.370
            245	 -0.715	 -0.365
            246	 -0.720	 -0.380
            247	 -0.720	 -0.375
            248	 -0.710	 -0.385
            249	 -0.730	 -0.400
            250	 -0.755	 -0.405
            251	 -0.750	 -0.405
            252	 -0.750	 -0.405
            253	 -0.735	 -0.400
            254	 -0.740	 -0.385
            255	 -0.725	 -0.380
            256	 -0.725	 -0.365
            257	 -0.715	 -0.370
            258	 -0.710	 -0.380
            259	 -0.710	 -0.385
            260	 -0.710	 -0.390
            261	 -0.715	 -0.400
            262	 -0.710	 -0.405
            263	 -0.715	 -0.410
            264	 -0.710	 -0.395
            265	 -0.710	 -0.390
            266	 -0.700	 -0.370
            267	 -0.670	 -0.360
            268	 -0.655	 -0.355
            269	 -0.630	 -0.355
            270	 -0.620	 -0.360
            271	 -0.605	 -0.355
            272	 -0.605	 -0.345
            273	 -0.605	 -0.335
            274	 -0.600	 -0.330
            275	 -0.590	 -0.340
            276	 -0.580	 -0.350
            277	 -0.570	 -0.365
            278	 -0.570	 -0.380
            279	 -0.580	 -0.400
            280	 -0.605	 -0.415
            281	 -0.600	 -0.420
            282	 -0.610	 -0.410
            283	 -0.620	 -0.425
            284	 -0.615	 -0.430
            285	 -0.635	 -0.425
            286	 -0.640	 -0.435
            287	 -0.650	 -0.430
            288	 -0.660	 -0.420
            289	 -0.670	 -0.405
            290	 -0.690	 -0.380
            291	 -0.695	 -0.375
            292	 -0.700	 -0.370
            293	 -0.700	 -0.365
            294	 -0.700	 -0.385
            295	 -0.710	 -0.395
            296	 -0.715	 -0.405
            297	 -0.720	 -0.405
            298	 -0.725	 -0.420
            299	 -0.725	 -0.420
            300	 -0.725	 -0.420
            301	 -0.730	 -0.405
            302	 -0.705	 -0.400
            303	 -0.695	 -0.390
            304	 -0.680	 -0.375
            305	 -0.630	 -0.380
            306	 -0.590	 -0.365
            307	 -0.515	 -0.340
            308	 -0.360	 -0.300
            309	 -0.100	 -0.260
            310	  0.245	 -0.220
            311	  0.675	 -0.215
            312	  1.070	 -0.250
            313	  1.355	 -0.345
            314	  1.450	 -0.470
            315	  1.300	 -0.655
            316	  0.860	 -0.835
            317	  0.220	 -1.020
            318	 -0.420	 -1.150
            319	 -1.060	 -1.200
            320	 -1.485	 -1.170
            321	 -1.520	 -1.070
            322	 -1.345	 -0.950
            323	 -1.115	 -0.835
            324	 -0.940	 -0.720
            325	 -0.825	 -0.625
            326	 -0.815	 -0.560
            327	 -0.830	 -0.515
            328	 -0.835	 -0.480
            329	 -0.845	 -0.450
            330	 -0.835	 -0.435
            331	 -0.840	 -0.415
            332	 -0.835	 -0.395
            333	 -0.830	 -0.400
            334	 -0.840	 -0.390
            335	 -0.845	 -0.390
            336	 -0.860	 -0.385
            337	 -0.865	 -0.380
            338	 -0.855	 -0.375
            339	 -0.875	 -0.345
            340	 -0.865	 -0.335
            341	 -0.850	 -0.320
            342	 -0.845	 -0.325
            343	 -0.845	 -0.335
            344	 -0.850	 -0.350
            345	 -0.840	 -0.365
            346	 -0.840	 -0.360
            347	 -0.845	 -0.360
            348	 -0.840	 -0.345
            349	 -0.835	 -0.340
            350	 -0.830	 -0.325
            351	 -0.815	 -0.330
            352	 -0.805	 -0.310
            353	 -0.795	 -0.315
            354	 -0.775	 -0.325
            355	 -0.785	 -0.330
            356	 -0.800	 -0.330
            357	 -0.795	 -0.330
            358	 -0.795	 -0.335
            359	 -0.790	 -0.340
